"flight_name","capacity","fuel","airline","manufacture_year","range_km","status"
"FL73035","335","30.21","Cherry PLC Airlines","1990","6286","Retiré"
"FL03155","233","90.67","Manning-Thomas Airlines","2016","6606","Actif"
"FL81736","307","87.1","Garcia Inc Airlines","2002","13204","Maintenance"
"FL34137","220","23.67","Perry-Bauer Airlines","2015","13691","Actif"
"FL80359","334","39.14","Mcmahon and Sons Airlines","2015","3634","Maintenance"
"FL76190","285","30.99","Potter, Bryant and Terry Airlines","2016","5918","Maintenance"
"FL59461","145","81.65","Hughes Inc Airlines","2007","12548","Maintenance"
"FL69845","224","82.52","Figueroa PLC Airlines","2021","2745","Retiré"
"FL21526","354","96.26","Mendez-Brennan Airlines","2007","5124","Actif"
"FL97118","229","84.47","Young LLC Airlines","2021","11621","Maintenance"
"FL45197","259","18.32","Martin, Patterson and Phillips Airlines","2015","13689","Maintenance"
"FL66824","214","96.84","Galloway-Kirk Airlines","1992","8420","Maintenance"
"FL60954","247","89.19","Estrada LLC Airlines","2012","2908","Retiré"
"FL94404","312","38.13","Hayes Group Airlines","2007","12717","Retiré"
"FL77278","172","20.91","Orr LLC Airlines","2007","7041","Maintenance"
"FL77799","102","99.79","Roberts-Steele Airlines","2016","6278","Actif"
"FL60587","135","53.02","Horton LLC Airlines","2010","6968","Actif"
"FL23875","280","68.67","Murphy Inc Airlines","2022","5805","Maintenance"
"FL34580","345","92.05","Henderson-Marks Airlines","1993","9139","Retiré"
"FL20885","146","57.33","Baxter LLC Airlines","2009","13011","Maintenance"
"FL46606","379","52.49","Rogers, Ayers and Acosta Airlines","1999","8256","Retiré"
"FL78898","201","81.19","Allen Ltd Airlines","2020","2968","Retiré"
"FL85209","366","74.57","Zuniga, Calhoun and Hernandez Airlines","2015","3196","Actif"
"FL01319","110","41.7","Blake Group Airlines","2023","6454","Retiré"
"FL86747","218","56.96","Clark, Jones and Jones Airlines","1993","12176","Actif"
"FL23143","381","28.45","Sanders-Hood Airlines","2024","6783","Maintenance"
"FL88807","383","92.87","Baker-Schmitt Airlines","2000","6464","Retiré"
"FL83388","110","19.81","Harris, Jones and Williams Airlines","1994","3559","Maintenance"
"FL90837","105","62.1","Keller, Williams and Romero Airlines","2007","5196","Maintenance"
"FL86083","368","10.08","Hart and Sons Airlines","2021","3466","Retiré"
"FL11167","341","99.42","Harrison PLC Airlines","2002","4424","Retiré"
"FL82496","124","49.92","Simon-Cisneros Airlines","2011","7922","Maintenance"
"FL01097","303","68.73","Warner PLC Airlines","1997","8148","Retiré"
"FL49159","381","10.04","Walker, Kent and Carr Airlines","1991","4715","Maintenance"
"FL71036","164","67.68","Cohen Ltd Airlines","2000","10278","Maintenance"
"FL17686","384","81.81","Owens Ltd Airlines","2008","9881","Retiré"
"FL15176","310","22.37","Garcia Group Airlines","2024","11012","Maintenance"
"FL81276","218","79.76","Hughes, Bridges and Martinez Airlines","1997","11837","Maintenance"
"FL26253","289","55.31","Phillips, Simpson and Green Airlines","2003","6342","Retiré"
"FL00974","241","63.75","Moore Ltd Airlines","2013","11874","Actif"
"FL36966","378","91.74","Bruce, Franklin and Mitchell Airlines","2017","3217","Maintenance"
"FL75212","228","17.13","Spence, Armstrong and Collins Airlines","2004","10054","Maintenance"
"FL02438","117","21.25","Bowman, Myers and Parks Airlines","1995","10447","Actif"
"FL11948","375","15.3","Hendricks and Sons Airlines","2020","6862","Retiré"
"FL18731","138","76.23","Rojas-Sharp Airlines","2016","12318","Retiré"
"FL69134","174","59.84","Hernandez Inc Airlines","2003","14588","Retiré"
"FL24887","371","22.41","Pruitt-Sanders Airlines","2008","10302","Maintenance"
"FL75830","114","48.15","Ortega Inc Airlines","1993","13693","Actif"
"FL67926","217","86.6","Richards-Leon Airlines","2019","4698","Maintenance"
"FL35140","183","88.9","Roth, Sullivan and James Airlines","2012","12586","Maintenance"
"FL36303","208","81.85","Trujillo LLC Airlines","1993","4485","Retiré"
"FL77130","341","13.79","Clay-Stanley Airlines","2007","8841","Maintenance"
"FL05801","356","65.18","Hodges-Morris Airlines","2005","11513","Actif"
"FL48546","319","96.7","Tran-Doyle Airlines","1994","4719","Retiré"
"FL89992","120","87.4","Williams LLC Airlines","2006","11081","Retiré"
"FL20258","247","45.12","Williamson, Hickman and Gonzales Airlines","2007","4452","Actif"
"FL55069","350","65.09","Palmer-Young Airlines","1994","5812","Maintenance"
"FL82617","359","14.83","Mitchell, Baker and Cook Airlines","2012","5119","Actif"
"FL18832","137","85.92","Moore PLC Airlines","1996","4132","Retiré"
"FL58907","155","13.62","Jones PLC Airlines","1994","4487","Maintenance"
"FL63418","109","64.32","Baker-Bridges Airlines","2012","14014","Maintenance"
"FL26472","194","14.46","Thompson, Watts and Nolan Airlines","2022","6573","Retiré"
"FL83961","299","67.71","Campbell Group Airlines","1994","6604","Maintenance"
"FL52211","298","82.19","Lopez, Mathis and Phillips Airlines","2014","9201","Maintenance"
"FL14117","250","55.47","Salazar PLC Airlines","1999","12912","Maintenance"
"FL78430","174","13.85","Porter Ltd Airlines","1996","4745","Maintenance"
"FL41004","224","86.59","Lewis, Burke and Russell Airlines","1997","6641","Actif"
"FL18568","121","36.61","Green-Moore Airlines","2006","2556","Maintenance"
"FL64418","194","21.46","Wise, Martinez and Gordon Airlines","2002","6212","Maintenance"
"FL68063","341","93.29","Berry-Yu Airlines","2014","5521","Retiré"
"FL07472","375","55.16","Lawson-Howard Airlines","1997","8346","Actif"
"FL32302","326","21.68","Stephens, Crawford and Lopez Airlines","2013","14247","Actif"
"FL43499","242","45.65","Dixon, Collins and Rios Airlines","2018","14066","Actif"
"FL64408","236","83.06","Gonzalez, Williams and Brown Airlines","1991","5555","Retiré"
"FL71462","138","37.3","Lee-Reeves Airlines","2013","6736","Maintenance"
"FL59751","210","23.6","Hawkins, Escobar and Alvarez Airlines","1993","13984","Retiré"
"FL11600","260","14.88","Martinez Inc Airlines","2020","11080","Actif"
"FL73032","337","92.34","Johnson and Sons Airlines","2006","11456","Actif"
"FL41560","209","54.28","Mendez-Mosley Airlines","2012","7413","Retiré"
"FL00805","399","60.47","Clark, Brown and Wood Airlines","1996","4017","Maintenance"
"FL68615","322","37.93","Williams and Sons Airlines","1990","3943","Retiré"
"FL37799","399","55.93","Daugherty, Jackson and Ward Airlines","2007","7700","Maintenance"
"FL94724","313","91.11","Walls and Sons Airlines","2020","10608","Maintenance"
"FL77050","199","82.0","Frazier-Turner Airlines","2004","12335","Actif"
"FL31152","294","50.5","Young Group Airlines","2013","4522","Actif"
"FL47997","333","29.4","Colon-Garcia Airlines","1999","3121","Retiré"
"FL70467","386","54.57","Johnson-Neal Airlines","2021","5306","Maintenance"
"FL28584","293","37.64","Ortiz, Mendez and Martinez Airlines","2005","14533","Maintenance"
"FL79197","304","75.67","Myers, Santos and Monroe Airlines","2016","6240","Maintenance"
"FL06718","346","83.08","Casey, Boyer and Adams Airlines","2007","7217","Maintenance"
"FL20059","237","34.76","Haas PLC Airlines","2025","3034","Maintenance"
"FL64543","163","44.41","Gallagher, Rivers and Grant Airlines","1999","12716","Retiré"
"FL42917","377","90.24","Buchanan and Sons Airlines","2023","3871","Actif"
"FL87811","168","57.68","Johnson-Willis Airlines","2014","8979","Retiré"
"FL47075","120","87.08","Paul and Sons Airlines","2019","11803","Maintenance"
"FL90744","392","54.91","Bowman Ltd Airlines","2015","12284","Actif"
"FL07716","126","30.88","Miller Ltd Airlines","2020","11439","Maintenance"
"FL48790","186","70.29","Mullins, Richardson and Munoz Airlines","1998","5950","Retiré"
"FL98632","104","76.55","Holmes-Phillips Airlines","2000","13069","Actif"
"FL79372","134","26.91","Miles, Newman and Bell Airlines","2006","9764","Actif"
"FL66305","348","36.48","Murray-Anderson Airlines","1997","7714","Retiré"
"FL53123","392","78.05","Martin-Giles Airlines","2017","6265","Maintenance"
"FL21974","234","24.58","Clark Ltd Airlines","1993","7033","Maintenance"
"FL11122","315","79.81","Harris-Berg Airlines","2010","5597","Maintenance"
"FL56176","153","24.23","Parker, White and Munoz Airlines","2024","2778","Maintenance"
"FL08940","262","46.98","Edwards-George Airlines","2005","4440","Retiré"
"FL44839","293","67.05","Barron, Smith and Valencia Airlines","1995","9118","Actif"
"FL38505","178","20.17","Taylor and Sons Airlines","2013","12646","Actif"
"FL55800","165","50.55","White, Fox and Richards Airlines","2019","12068","Retiré"
"FL68844","231","66.7","Mendez-Dawson Airlines","2002","9215","Actif"
"FL05590","172","49.45","Davis, Blankenship and Trujillo Airlines","1990","2497","Maintenance"
"FL18330","240","10.04","Good, Lewis and Sanchez Airlines","1992","11583","Actif"
"FL93362","340","89.85","Juarez, Stuart and Weaver Airlines","2008","14313","Retiré"
"FL37888","332","17.92","Noble LLC Airlines","2007","9511","Actif"
"FL86547","102","16.41","Crawford-Martinez Airlines","1990","6435","Retiré"
"FL54057","377","90.93","Jones, Cain and Murphy Airlines","2012","10347","Retiré"
"FL96384","255","68.52","Robinson, Rodriguez and Smith Airlines","2019","4193","Retiré"
"FL49537","161","48.41","Barnett-Perkins Airlines","2024","6962","Retiré"
"FL64713","149","87.75","Long-Parks Airlines","2008","9550","Maintenance"
"FL62795","273","39.74","Wu, Barrett and Hansen Airlines","2002","12562","Retiré"
"FL31723","133","29.66","Campbell, Gonzalez and Carroll Airlines","1992","5831","Maintenance"
"FL04402","219","89.94","Parks LLC Airlines","1997","14625","Retiré"
"FL72260","115","86.06","Wall and Sons Airlines","1999","11781","Actif"
"FL92443","299","26.6","Hill-White Airlines","2022","6324","Retiré"
"FL03896","127","70.65","Taylor-Allen Airlines","2007","13431","Maintenance"
"FL32235","122","50.49","Richardson, Smith and Peterson Airlines","2009","14723","Maintenance"
"FL06503","338","14.38","Morales LLC Airlines","2011","9326","Actif"
"FL25776","291","70.68","Johnson, Rodriguez and Reeves Airlines","1992","12474","Maintenance"
"FL31296","145","78.83","Francis-Bell Airlines","2005","3897","Maintenance"
"FL75723","187","23.74","Ward, Buchanan and Hayes Airlines","1993","6918","Maintenance"
"FL26143","288","39.82","Roy-Robbins Airlines","2004","9235","Maintenance"
"FL70446","394","77.11","Perez LLC Airlines","2016","8734","Maintenance"
"FL72439","336","55.44","Crawford, Holmes and Martin Airlines","2000","2997","Maintenance"
"FL76683","233","39.2","Richards, James and Odonnell Airlines","2020","9292","Actif"
"FL86795","314","10.31","Love-Smith Airlines","2011","7991","Maintenance"
"FL66686","370","20.15","Stevenson-Stevenson Airlines","2003","7141","Actif"
"FL90302","325","13.09","Cruz-Lucero Airlines","1995","7234","Actif"
"FL72273","275","53.87","Johnson LLC Airlines","2005","6295","Actif"
"FL36172","388","94.28","Hobbs-Smith Airlines","2006","3667","Retiré"
"FL22500","342","88.11","Alvarez Inc Airlines","2003","6895","Actif"
"FL38134","183","82.68","Morales-Hendricks Airlines","2006","6843","Retiré"
"FL53118","199","70.27","Li Ltd Airlines","1992","4005","Retiré"
"FL55746","144","86.67","Lopez, Martinez and Sanford Airlines","2003","3590","Maintenance"
"FL79530","321","62.86","Lara LLC Airlines","2017","13078","Actif"
"FL37542","112","85.79","Marshall-Gibson Airlines","1990","3441","Maintenance"
"FL14885","287","97.74","Peterson, Wood and Johnson Airlines","2017","10442","Actif"
"FL84791","211","38.37","Mitchell Group Airlines","2024","7564","Retiré"
"FL27689","397","94.9","Ingram Group Airlines","2012","13854","Maintenance"
"FL46965","272","70.34","Larsen-Sparks Airlines","2010","6762","Actif"
"FL60330","277","38.95","May and Sons Airlines","1997","4172","Actif"
"FL95568","385","73.96","Stephens-Gomez Airlines","2004","13653","Actif"
"FL43374","293","66.92","Bishop, Terry and Conley Airlines","1995","14238","Retiré"
"FL38663","392","83.57","Martinez-Chang Airlines","1996","11119","Actif"
"FL47939","228","97.92","Martin-Williams Airlines","2025","14573","Retiré"
"FL14438","212","92.52","Thompson-Flores Airlines","2020","6431","Actif"
"FL62196","333","60.39","Robinson-Gonzalez Airlines","2022","12020","Retiré"
"FL02092","128","56.99","Wilson-Perez Airlines","2022","8238","Retiré"
"FL04687","177","66.25","Gomez, Alvarez and Sanders Airlines","2020","9367","Retiré"
"FL40235","259","86.98","Lyons, Kelly and Patton Airlines","2021","14054","Actif"
"FL60190","174","89.09","Hartman LLC Airlines","2011","10019","Retiré"
"FL82967","275","44.21","Davis, Monroe and Knox Airlines","1999","10994","Retiré"
"FL84518","174","32.45","Murray, Cuevas and Richardson Airlines","2011","4835","Actif"
"FL45941","384","28.25","Hernandez-Thomas Airlines","1994","2151","Actif"
"FL24095","391","81.17","Alexander-Miller Airlines","2021","12197","Actif"
"FL90218","182","31.83","Warren PLC Airlines","2007","5408","Retiré"
"FL58414","270","28.31","Gould, Flores and Sanchez Airlines","2010","12084","Maintenance"
"FL60605","291","38.55","Medina-Sanders Airlines","2014","3283","Actif"
"FL13664","388","47.51","Perez, Gray and Ross Airlines","2013","13535","Maintenance"
"FL75362","378","46.39","Turner Ltd Airlines","2023","7486","Retiré"
"FL02468","248","24.45","Welch-Williamson Airlines","1991","9903","Maintenance"
"FL44853","329","40.83","Jones-Martin Airlines","2020","13152","Retiré"
"FL86501","185","82.69","Wolf, Caldwell and Mcknight Airlines","2009","3909","Retiré"
"FL89250","258","67.51","Garcia, Hughes and Washington Airlines","2012","9271","Retiré"
"FL30804","228","92.25","Wilcox Ltd Airlines","1999","14906","Retiré"
"FL72622","390","22.61","Johnson, Hernandez and Brown Airlines","1991","8231","Retiré"
"FL83787","115","39.95","Hunter, Hernandez and Mcdaniel Airlines","1993","13619","Maintenance"
"FL89198","123","11.34","Palmer-Mckinney Airlines","1992","6338","Maintenance"
"FL73788","323","11.93","Ali-Adams Airlines","1999","9467","Retiré"
"FL96068","342","47.26","Coleman-Alvarado Airlines","1995","12765","Actif"
"FL29451","195","33.18","Taylor-Lee Airlines","2013","12656","Actif"
"FL23311","152","96.12","Rodgers LLC Airlines","2004","6885","Maintenance"
"FL43094","356","44.23","Collins-Black Airlines","1991","14589","Actif"
"FL95640","166","31.48","Booth-Oliver Airlines","2016","8043","Retiré"
"FL23395","128","43.28","Wood, Ruiz and Andrews Airlines","1998","10640","Maintenance"
"FL11473","328","56.42","Campbell Group Airlines","1992","11144","Retiré"
"FL72086","195","97.53","Drake and Sons Airlines","2005","3565","Actif"
"FL05083","335","33.64","Jackson PLC Airlines","2024","12287","Actif"
"FL01431","120","55.5","Wilson-Velasquez Airlines","2018","8141","Maintenance"
"FL69845","107","81.83","Stevenson, Webb and Mason Airlines","2002","5501","Retiré"
"FL36189","319","37.17","Chapman-Murray Airlines","1990","8331","Retiré"
"FL35211","298","73.93","Brown, Johnson and Jones Airlines","2002","13757","Retiré"
"FL05410","364","14.8","Murphy-Hall Airlines","2013","13864","Retiré"
"FL13681","228","48.33","Jennings Inc Airlines","2003","14524","Retiré"
"FL37035","393","45.95","Dennis, Richardson and Richardson Airlines","2007","13128","Retiré"
"FL69590","266","68.07","Hodges, Ramirez and Farmer Airlines","2018","14200","Retiré"
"FL76226","231","83.26","Jordan PLC Airlines","2019","11325","Actif"
"FL52225","327","65.29","Houston, Ryan and Stewart Airlines","2018","14065","Retiré"
"FL77335","106","22.12","Huffman Ltd Airlines","1990","8756","Retiré"
"FL08454","185","67.45","Mason-Mcpherson Airlines","2002","2286","Actif"
"FL32495","382","31.22","Smith, Moore and Roy Airlines","2005","10993","Actif"
"FL17754","348","78.06","Ramirez, Jackson and Hernandez Airlines","2019","11494","Retiré"
"FL94250","322","47.7","Bradley Inc Airlines","1995","5353","Maintenance"
"FL37116","120","27.85","Simpson Inc Airlines","2012","5416","Retiré"
"FL60373","342","45.41","West Inc Airlines","1996","12699","Actif"
"FL37869","281","17.08","Kirk PLC Airlines","2001","6940","Maintenance"
"FL34432","258","22.94","Gilmore, Miller and Ingram Airlines","1992","2132","Retiré"
"FL54782","290","92.94","Pollard LLC Airlines","2008","2391","Actif"
"FL41992","259","40.5","Ward, Spencer and Evans Airlines","2022","14426","Retiré"
"FL90324","304","34.05","Nixon, Williams and Atkins Airlines","2021","2437","Actif"
"FL18083","143","20.1","Miller and Sons Airlines","2010","5502","Maintenance"
"FL06793","230","34.79","Jones Ltd Airlines","2004","3828","Maintenance"
"FL74092","299","54.91","Hayes-Padilla Airlines","2022","6906","Maintenance"
"FL90333","135","55.2","Mcdowell, Watts and Richards Airlines","1996","6901","Retiré"
"FL08070","212","85.56","Good, Carlson and Beck Airlines","2016","11931","Retiré"
"FL18474","282","69.54","Hughes LLC Airlines","2019","14540","Retiré"
"FL66497","137","15.43","Moss-Johnson Airlines","2021","10171","Retiré"
"FL00355","162","22.44","Dougherty-Jackson Airlines","2021","6111","Maintenance"
"FL97864","351","12.68","Peters PLC Airlines","2013","5189","Actif"
